1805,2390,1794,1,False
49,1512,909,1,False
1333,2587,591,1,True
1826,1859,1185,4,True
54,766,663,1,False
1960,1483,1224,2,False
1015,1422,1548,3,False
520,2246,372,1,True
1050,1822,726,3,True
1231,1255,525,5,False
892,1425,987,1,False
317,2018,1935,5,True
462,1465,1014,7,True
87,1363,747,7,False
951,1739,648,4,False
139,2265,705,2,False
780,297,1812,1,True
688,822,1776,2,False
1044,1654,321,1,True
1997,1200,1296,1,False
568,1976,1734,1,False
1457,366,1059,4,True
788,630,1092,1,False
566,235,1824,2,True
885,1373,1278,7,False
1221,1957,90,6,False
1101,2141,1119,3,True
4,1819,141,5,False
864,2589,1590,5,False
1722,560,1713,2,True
468,240,1659,1,False
228,2510,753,1,False
198,1700,66,6,True
967,778,1323,2,True
188,574,1686,1,True
1659,693,420,2,True
348,528,519,1,False
1221,1211,537,4,False
215,271,717,5,True
1794,1533,39,5,True
1873,1228,1788,1,False
322,347,12,1,False
939,2079,186,1,False
1542,2233,909,3,False
1383,2364,285,4,True
769,776,1854,5,False
1692,2867,1227,4,True
1301,693,420,1,False
948,1536,534,1,True
879,946,1482,1,True
711,2013,1269,5,False
1666,2610,801,1,True
1064,1991,816,4,False
1379,2915,66,6,True
471,2380,1179,2,False
933,1388,648,6,False
84,786,129,1,False
261,1221,351,5,True
1007,843,225,6,False
84,632,675,2,False
661,2621,1977,1,False
1485,2628,1920,5,True
1067,882,735,2,False
311,882,354,1,False
657,1442,741,1,False
33,226,396,3,True
740,2563,1374,7,False
1103,1742,759,1,False
406,848,1509,5,True
1364,1186,420,5,True
1396,447,1155,1,False
1076,1853,585,1,True
1615,2486,447,6,False
252,242,210,6,False
1051,2178,1686,1,False
6,2461,1716,1,False
1592,961,1113,1,True
1305,2760,990,3,False
171,607,1890,1,True
76,491,1467,7,True
1515,2358,1587,1,False
1584,638,966,6,False
183,2351,1740,3,False
909,936,324,4,True
1,1739,648,1,False
105,1940,1842,1,False
1994,2761,1164,1,True
1226,1672,96,1,False
1604,1892,1647,1,True
1184,2994,1380,2,True
1069,2860,333,3,False
1042,1537,252,3,True
1969,1747,1236,1,False
1654,2295,594,5,True
1297,538,1521,1,True
801,929,1884,4,True
549,2860,1866,1,True
1436,2862,1986,3,True
1686,835,96,2,False
628,405,1098,2,True
309,2,1956,1,True
1429,761,1257,6,True
447,152,1302,3,True
1419,993,1017,4,True
322,58,1167,1,True
1345,2810,99,5,False
244,2706,1482,2,True
1838,1611,105,1,True
370,1913,1671,2,True
910,2692,1902,1,False
695,2391,1725,1,True
679,1349,1794,2,True
1697,2263,1014,1,False
790,867,600,1,False
1952,2482,585,6,False
1426,909,222,4,False
1507,2182,1527,1,True
542,213,771,1,True
197,1985,576,2,True
1932,516,807,3,True
240,380,531,1,True
367,2035,1797,3,True
1060,1629,1767,1,True
1930,2235,309,1,True
818,467,1050,1,True
484,1551,1986,3,False
262,447,741,7,True
1085,1289,258,1,True
1862,1871,408,1,True
730,219,1014,5,True
505,1480,66,1,True
1524,1477,378,4,False
90,1779,1326,2,False
811,2700,1656,1,True
582,1751,321,5,True
83,776,153,1,True
1481,786,906,1,False
1864,219,771,1,True
1830,572,927,1,False
270,1100,1977,1,False
1993,1214,1923,6,False
277,2538,753,4,False
322,1279,1479,4,False
1449,1598,1131,6,True
165,2823,1464,5,False
341,1606,516,1,True
1778,424,567,3,False
654,1320,1776,7,True
1243,1166,1695,1,True
170,461,999,5,False
1466,775,336,7,False
120,520,69,1,False
910,1421,411,5,False
622,306,1803,2,False
1070,2263,453,5,True
1363,496,1638,6,False
299,589,552,4,False
1807,438,1641,1,True
652,1510,1503,4,False
180,2742,1911,1,True
949,695,750,2,False
794,2085,513,2,False
1785,1332,1506,7,True
706,1778,774,2,False
1327,1596,1650,4,True
62,271,429,4,True
241,1195,1752,4,False
1350,2971,204,1,True
1719,531,1320,1,False
284,2283,231,2,True
1031,242,708,1,False
1096,2491,99,2,True
904,1960,348,2,True
1444,2421,1884,7,True
336,1433,1866,2,True
271,2860,1797,3,True
66,2606,801,1,False
1220,1577,570,4,True
804,1663,1395,5,True
1578,1942,1596,4,True
695,660,1698,2,True
1334,626,789,2,True
1794,92,1470,5,False
916,1428,1035,1,False
567,2570,1668,5,True
1014,38,765,1,True
1028,39,927,1,False
1428,1317,1452,1,True
343,976,927,7,False
82,2465,966,4,True
1320,2957,111,1,False
628,2616,348,5,False
1855,192,1059,2,False
1972,2940,1098,2,True
1076,2796,1380,1,False
1600,2528,426,1,False
1728,586,693,3,True
1198,1793,1515,1,True
1129,1016,1332,1,True
1274,1283,78,2,False
360,1794,972,4,False
1020,512,294,7,False
513,2699,1356,7,True
1012,713,1560,3,True
1300,520,1806,3,True
1468,794,588,1,False
30,624,396,7,False
1721,391,630,1,True
769,2291,1653,1,False
1113,2714,1908,1,False
1069,1257,1188,6,True
1995,540,861,4,True
493,417,423,2,False
367,1753,60,5,True
31,2106,1254,5,True
1172,2511,1572,6,False
1512,2018,588,1,True
724,538,273,1,True
805,8,1488,1,False
1396,2346,1893,6,False
1727,1951,492,3,False
883,2186,933,5,False
1514,2785,1560,1,True
154,2705,1938,2,False
860,1574,1131,1,True
1131,2257,951,3,False
194,1204,1899,1,True
475,1868,486,1,True
280,275,1185,2,False
576,2975,1914,4,False
145,691,105,1,True
672,2664,1050,1,True
1864,1477,1968,6,True
1691,56,132,2,True
203,152,303,1,False
1635,829,771,5,True
576,524,1167,1,True
1851,623,825,2,False
1448,2406,1260,1,False
1579,1590,1908,1,True
738,474,906,1,True
637,2482,1191,1,False
1985,1369,1938,1,False
218,2044,141,7,False
1109,2574,1782,2,False
625,265,570,3,False
1303,1405,633,1,True
1207,145,1590,7,False
1284,268,1479,2,True
1556,929,1470,6,False
506,447,1155,1,False
424,557,447,2,True
25,1269,1806,7,False
5,282,1365,1,False
568,1953,6,1,False
869,2234,1557,2,False
365,2757,1677,2,False
362,1986,519,3,True
221,1606,120,4,True
921,2047,1587,2,True
408,1382,984,1,False
1580,381,1110,6,False
1412,2233,750,5,True
4,794,588,2,False
1673,1647,606,4,False
376,201,762,1,True
1512,159,1176,2,True
253,2528,426,2,True
1090,95,1308,1,True
481,872,966,6,False
1241,2031,1731,1,True
413,2564,570,5,False
623,1339,1503,6,False
911,1745,432,1,True
998,865,1509,1,True
971,1122,1620,6,False
742,2581,1329,1,True
1802,1841,1416,1,True
1704,712,987,1,False
1633,792,705,1,True
1041,1473,1476,4,False
1133,532,1443,7,False
684,380,1941,1,True
1186,2586,1260,1,False
1848,490,1194,1,True
700,957,558,6,True
486,2489,1359,1,True
1335,1852,1923,1,True
109,903,1059,4,True
1107,1778,1989,7,False
1334,898,36,1,True
1033,2113,432,2,False
1858,1907,1863,6,False
600,291,1122,2,False
896,266,1155,1,False
153,1797,225,6,False
990,541,1515,1,True
875,1801,1929,1,True
53,789,843,1,True
1323,2352,660,7,False
118,366,1809,2,True
1294,224,1848,4,True
1016,2252,1665,2,False
658,2511,1572,4,False
1273,1386,465,7,False
1508,756,90,1,False
1903,2398,459,7,False
407,1323,1233,5,True
992,729,1608,4,False
1729,429,1263,2,False
124,2079,186,1,False
1978,2973,279,7,True
1806,320,834,4,False
929,2409,441,6,True
731,719,1062,1,False
19,2638,357,2,False
1738,2799,231,7,True
305,2216,762,1,False
684,1383,612,2,False
1308,2369,1455,2,True
654,2700,1656,6,False
447,2966,1095,1,False
535,1542,1668,6,False
272,264,1254,1,False
1573,2484,1128,4,True
885,2845,1041,5,False
1131,50,177,7,True
673,2605,702,5,False
1132,1619,42,1,True
823,1738,1794,2,True
471,2074,669,2,False
928,1545,1671,7,False
1078,589,1095,4,True
1669,2937,1455,5,True
1740,1317,1212,3,False
791,1097,1116,3,True
811,647,1722,6,True
1162,222,1584,5,True
343,1986,1956,3,False
1222,622,1107,6,False
325,2984,888,5,False
1710,1726,1608,1,False
1833,2578,1485,1,False
321,1488,1944,1,True
1198,337,1446,3,True
1050,1530,531,5,True
1403,152,1302,4,False
743,1227,24,1,False
1323,67,1860,3,False
424,2567,324,1,False
1875,1020,60,6,True
1795,2455,87,2,False
375,1983,1371,1,True
1519,843,1887,6,False
1890,2405,648,1,True
1686,31,0,2,False
887,785,1158,5,False
1592,1429,1875,2,True
606,700,1830,2,False
816,1172,1362,2,False
302,417,1377,4,False
876,2733,1971,2,False
836,2004,1029,7,False
1578,2546,1692,4,True
1405,2658,1104,3,False
973,530,1206,1,True
851,1802,573,1,False
401,71,1788,1,False
1580,132,240,2,False
538,2984,258,3,False
809,1325,234,1,False
872,1392,270,5,True
1892,2079,117,7,False
235,1738,246,6,False
1478,2010,807,5,False
1691,939,1245,1,True
985,2599,1740,3,True
15,1432,1668,1,True
758,2871,1377,1,True
1129,2390,1659,6,False
1894,786,129,1,False
320,1700,1809,3,True
1682,693,1884,5,True
518,1344,1758,1,True
502,2194,414,6,True
1644,198,1506,3,True
1911,2269,1437,1,False
1943,1674,1863,1,False
793,1450,1830,1,True
1971,1893,1326,2,False
1486,1735,48,1,True
799,2468,1956,1,False
1269,1022,840,1,False
270,598,1368,1,True
309,1727,930,1,False
1197,1038,1704,6,False
907,2440,216,2,True
1108,1490,309,7,True
281,957,1539,1,False
152,2850,1977,2,True
1878,466,801,7,True
1956,2341,12,7,True
25,2179,1041,4,True
205,2958,1068,1,True
1282,515,1449,1,False
275,515,423,2,False
1438,690,1572,7,True
1857,1894,1341,3,False
1399,2572,1593,1,True
201,2676,906,1,False
1908,2159,1767,2,True
1426,129,198,7,True
279,807,1995,1,True
1846,1913,1671,1,True
51,1013,1647,4,True
368,1574,1131,2,True
1067,310,1467,6,True
873,1078,1134,4,True
708,1514,1716,2,True
846,2629,330,3,True
1121,2454,93,3,True
567,1494,399,1,True
1071,2424,306,1,False
1327,2294,1011,7,True
941,2197,1806,5,False
858,1146,165,3,False
1866,2458,1236,2,True
584,705,1914,1,True
90,2674,288,1,True
1522,1459,357,3,True
250,2191,189,1,False
995,2627,1968,1,False
738,2844,255,3,False
1736,96,1950,4,False
1178,2513,1380,1,True
1305,1321,1764,3,True
647,1473,1443,5,True
408,2901,1917,1,True
1113,2659,1803,1,False
504,812,12,3,True
1342,2483,1626,1,False
1867,1753,1662,3,False
1876,228,612,4,False
1652,2945,633,2,True
1047,1172,171,1,True
1538,2572,282,4,False
974,1832,711,1,True
508,881,1995,3,True
611,2953,360,7,True
1444,2664,1050,7,True
591,1351,1197,1,False
1858,892,1296,2,True
1910,1686,1749,2,False
440,901,879,6,False
508,596,1104,1,False
161,640,576,5,True
1202,1209,1329,1,False
1570,1092,1296,2,False
1503,2787,492,4,False
766,2449,1674,1,False
463,1465,864,1,True
1872,2197,1806,1,False
450,2159,1545,7,True
1182,980,1374,1,True
728,1862,774,5,False
1863,1516,1770,1,True
1687,1214,111,1,False
1420,631,1842,5,False
1510,2406,1407,6,False
21,1880,1842,3,False
818,1860,1668,3,False
1542,1875,198,3,True
1878,2121,384,2,True
757,1377,1146,5,False
1301,2216,588,1,True
1256,2635,1068,1,True
514,1736,858,1,False
313,1446,261,2,True
1543,534,651,3,False
403,1270,1548,2,False
43,2599,1740,1,True
484,1035,648,1,True
966,1062,60,2,False
1518,2192,276,2,False
82,909,1662,4,False
1139,1751,153,3,True
401,1060,1122,1,True
1506,2280,792,7,False
1168,2567,324,7,True
486,1118,1176,3,True
604,1061,1035,5,False
610,143,969,6,False
1320,1962,1968,1,False
366,2548,324,1,False
991,1384,1665,1,True
13,991,1473,1,True
984,1658,1257,1,True
1571,2401,438,2,False
1235,119,534,7,False
1272,1647,255,2,True
1849,378,825,5,False
774,1139,1269,3,False
482,62,81,2,True
1160,39,927,3,False
169,1274,369,1,False
1008,1446,873,1,False
857,1936,207,5,True
1640,2036,243,5,True
37,2915,66,6,True
865,1012,381,6,False
1532,2727,162,1,False
577,1233,648,1,False
1660,2802,840,2,True
221,1731,123,6,False
1185,1277,477,3,False
1076,2384,615,1,False
531,10,921,5,True
1176,2647,1707,3,False
1918,1745,1452,1,False
279,2315,303,1,False
456,1748,1164,3,True
1408,204,1794,2,True
393,1829,1677,5,False
1605,2024,936,3,True
1425,1010,645,2,False
1379,1552,1821,1,True
863,916,1008,4,True
1852,1338,1392,1,True
1086,2970,1602,2,True
1495,2382,963,4,False
1152,326,1377,5,False
564,314,477,1,True
472,896,1752,1,True
1346,842,1890,5,True
1718,2353,1626,1,True
1471,2969,102,1,True
201,1465,1362,1,False
451,2551,720,2,True
1749,868,1362,7,True
1014,195,3,1,False
1713,2078,369,1,True
1357,1807,1566,3,False
1710,199,903,1,True
1523,2165,528,1,False
1246,1071,372,1,False
1951,2966,1662,1,True
1876,1872,1692,7,False
277,110,1458,7,False
761,1704,900,2,True
1892,2976,1533,1,True
807,2426,309,1,False
1345,2555,426,3,True
1743,117,348,2,False
741,2897,1158,1,True
1903,2804,333,6,False
1759,176,1275,6,False
48,2601,390,6,False
1576,469,840,6,False
1576,1968,912,1,True
1101,2230,1464,1,False
1481,504,30,1,False
332,1600,696,4,False
1298,1497,648,6,True
685,2864,1017,7,False
1411,1462,1716,1,False
86,234,1809,5,False
1504,2415,1695,3,True
818,2502,1569,1,False
328,103,42,6,False
148,2749,1962,2,True
1527,411,1446,6,False
314,2716,471,1,False
1822,2753,1746,1,True
425,2397,456,1,True
1555,2559,456,1,False
1260,2121,18,5,True
1717,1044,66,3,False
1486,691,957,1,True
1388,1023,1593,7,True
1082,1403,1017,7,True
508,1793,1563,3,True
491,2072,1440,1,False
1954,1869,660,1,False
443,2448,1275,1,True
496,556,315,1,False
1434,244,1527,6,False
706,2890,1698,1,True
816,213,1137,7,True
1064,1017,1899,1,False
1130,760,792,2,False
332,1052,1419,3,False
940,1923,1638,1,False
995,2467,273,4,True
550,1703,357,6,False
942,845,1743,4,False
1318,596,1737,3,False
1978,1716,606,5,False
1759,2396,1080,1,False
1043,1410,267,6,True
236,574,1686,2,False
1641,2995,1629,3,False
499,520,735,2,False
1734,999,114,1,False
1173,83,1941,4,False
1347,1414,1530,1,False
460,1498,465,1,False
40,680,1827,3,False
427,2787,153,2,False
319,1237,1815,3,True
1412,408,1575,5,True
1892,617,858,2,True
271,421,300,7,True
1303,2958,45,4,False
76,1510,336,7,False
1033,360,228,3,False
877,778,963,1,False
1057,2909,378,5,True
225,1197,801,6,False
964,2784,1914,5,True
164,845,1743,3,False
1233,507,1767,6,False
984,2533,1785,7,True
410,806,1599,2,True
1325,1551,924,4,False
132,2764,918,7,True
1698,263,585,1,True
906,1253,357,4,True
201,1420,1209,6,False
1237,2331,1602,2,False
1452,578,783,1,False
740,1469,1605,1,True
1842,2707,447,6,True
1797,1921,1065,2,False
1133,1270,1548,1,False
1038,827,930,1,False
1189,1310,1521,7,False
454,1349,1860,3,True
1512,2087,1434,1,True
238,1102,1374,4,False
652,1471,1122,1,False
582,931,717,1,False
1003,150,1404,2,False
1606,306,366,1,True
611,26,597,1,True
885,2201,360,3,False
136,1310,1794,4,True
1768,1468,1743,1,False
1954,1451,1740,1,False
1689,2908,1299,7,True
949,2074,1395,4,False
272,2105,1365,2,False
1745,2186,375,2,True
782,2654,1014,6,True
186,2409,312,4,False
1984,2693,900,2,True
189,417,423,2,True
1479,1451,636,1,False
1617,938,1881,1,False
1889,943,1338,2,True
890,1943,1113,2,False
106,1526,1155,1,True
1093,2472,327,1,True
415,19,327,1,True
373,2163,81,2,False
1313,1914,669,4,True
497,2281,1278,1,True
1615,1667,1281,5,True
1221,2608,1128,3,True
375,649,831,3,False
143,868,1239,7,False
398,596,1086,7,True
890,2594,1986,3,False
800,2478,393,4,True
1230,671,1176,1,True
88,2662,27,4,True
1605,1358,1413,6,False
307,545,1146,4,False
1112,22,438,3,True
1925,697,225,1,True
311,441,273,1,True
957,936,324,1,True
484,2721,1479,5,False
357,1426,1098,5,False
1615,1985,1695,1,True
243,292,1845,1,True
1350,2249,1779,3,False
1374,2890,1902,5,False
316,234,426,1,True
1352,2018,102,2,False
970,166,1653,4,True
1465,1435,819,4,True
434,1176,1335,6,True
836,250,1011,3,False
596,2438,1572,6,False
947,121,33,3,True
363,262,171,5,False
1628,2911,108,1,True
984,2648,558,4,False
18,1632,513,7,True
257,2380,1179,6,True
989,509,1524,3,False
1897,496,888,1,True
888,2454,525,1,True
143,595,1023,6,True
1708,906,1485,1,False
1173,1082,1149,1,False
277,269,1386,1,True
727,1980,492,3,False
942,1753,456,1,False
1957,2660,105,2,False
451,1344,1758,6,False
1781,1166,1461,2,False
157,1713,198,6,True
1879,481,1203,1,True
118,2525,42,6,False
396,118,924,2,False
1755,1730,1425,3,True
1194,147,1548,4,False
1768,708,309,5,False
1764,2832,1203,3,False
148,640,576,3,False
1088,279,813,1,False
1948,1643,1149,2,False
1556,2646,1878,2,True
1832,1377,1596,2,False
366,1688,429,4,True
871,2394,348,1,False
697,681,207,1,False
237,357,492,2,True
1953,1788,150,5,True
341,1416,1320,1,True
946,2235,1857,1,False
1124,2665,231,2,True
565,666,543,7,False
407,447,888,1,True
557,1572,1914,1,True
1535,2423,1896,4,True
1815,1216,1953,1,False
420,2679,1392,1,True
161,1736,1986,5,True
1608,2261,786,3,True
1665,2397,441,1,True
1577,160,1986,1,True
1729,514,882,1,True
1433,2677,1854,1,False
1995,2379,1911,4,True
1878,2034,531,1,True
1055,2834,237,2,True
312,2817,930,3,True
1030,2915,492,5,True
304,1400,309,3,False
784,248,1851,2,False
1269,2213,138,4,True
1988,2848,1698,7,True
159,1614,969,1,False
1514,984,924,2,True
1465,2967,459,1,False
1074,1466,1338,1,False
296,2920,1608,1,False
705,2162,1917,1,False
293,2493,951,2,False
982,1488,1944,4,True
499,2480,1575,1,True
1441,357,1173,5,True
536,1067,264,1,True
68,1252,1476,1,True
53,2260,1761,2,False
1872,751,45,3,True
1942,168,270,2,True
1964,2858,1434,4,True
1589,1537,1116,5,True
432,1618,1584,2,False
800,2947,291,7,False
810,871,1503,5,True
142,1669,114,3,True
1447,2158,594,1,True
821,1408,585,1,True
452,879,282,3,True
665,1376,1080,6,False
365,2979,897,7,True
549,771,1683,4,False
1626,2135,135,1,False
1565,1955,1566,5,True
462,1234,1494,4,True
913,1245,138,1,True
62,242,210,1,True
853,906,1986,1,True
1841,189,1959,1,False
241,557,345,1,True
231,1996,1719,5,False
732,2286,795,1,True
1557,1319,807,5,True
1319,2608,516,1,False
1879,2623,1095,1,True
1457,2989,213,3,True
303,1044,237,1,False
182,1035,1761,3,False
1551,2334,864,4,False
1433,2143,336,1,False
1379,792,1767,1,False
1023,914,318,5,False
662,2643,1614,1,False
1049,2933,1824,5,True
1885,274,1500,7,True
1322,1052,1602,4,True
1017,2259,1710,4,True
1233,2330,1176,1,True
825,2150,279,7,True
539,1813,705,4,False
626,1248,825,3,False
1013,1398,1524,1,True
1341,2207,960,1,True
294,212,42,1,True
37,2563,1374,3,True
1686,2783,459,6,True
652,452,1080,3,False
600,2613,498,2,True
1065,2028,1779,3,True
1763,1957,1701,1,True
1953,1089,24,4,True
222,720,684,1,False
948,2264,1083,1,False
293,2918,1791,3,True
1854,2633,69,2,False
1392,132,207,1,True
730,1951,1419,3,True
964,1090,984,3,True
491,1306,471,6,True
331,361,1143,2,True
1290,2248,150,1,True
1864,2468,1791,3,False
1386,652,1581,4,False
1487,2413,558,2,False
1582,1602,1539,1,True
396,1328,1185,1,True
4,1408,1923,2,True
797,683,558,7,True
907,1363,747,1,False
1790,1590,84,4,False
644,1421,1335,1,False
510,1500,1734,1,True
677,2829,1227,7,True
820,2924,903,1,False
450,1887,330,1,True
1447,195,1410,5,False
382,540,399,6,True
1367,1550,786,1,False
1558,166,147,1,True
328,1871,987,2,True
226,333,1647,1,False
1546,1832,264,5,True
3,666,1497,2,True
716,163,1536,1,False
1593,2279,1509,3,True
1247,1955,324,3,True
135,2189,1629,4,False
1669,171,300,5,True
1490,2616,1587,2,True
797,1000,1767,2,True
244,2193,1233,1,True
1848,1446,1782,4,True
125,1872,1824,2,True
1784,1938,1737,7,False
631,1227,309,7,True
591,418,207,5,True
882,1671,933,1,True
1118,2351,1830,2,False
1580,958,36,1,True
471,188,1380,3,True
1805,1610,1116,1,True
1260,1159,1242,1,False
1426,394,708,1,True
348,1751,36,1,False
128,305,1986,1,False
1056,280,420,2,False
323,515,1476,1,False
865,1731,1800,6,True
384,805,1077,1,False
1632,2702,1578,1,False
1961,2828,1770,1,False
902,1807,564,2,True
92,1575,405,4,False
