257,1179,2.99,213
2513,1854,14.98,222
668,1491,17.99,158
325,291,4.0,8
223,1071,25.8,75
1277,1512,8.98,57
2771,1716,7.99,232
2566,996,11.79,31
2191,447,8.75,135
1435,819,16.98,208
311,471,21.35,12
2833,1983,29.99,187
1595,1716,10.99,179
2060,1797,36.95,199
829,1668,184.0,106
2724,1305,6.0,21
1380,1275,16.97,127
1891,528,6.0,202
1491,300,26.99,195
1422,1410,7.5,14
256,1386,4.99,168
1234,1953,95.49,41
2426,216,14.5,118
155,369,12.95,193
1375,1311,23.25,237
461,1260,9.38,185
2473,1776,24.0,248
2347,1848,8.99,8
1397,1653,5.98,169
2751,1722,10.46,222
420,1884,10.97,233
2399,555,43.95,88
1956,687,8.99,161
2897,1650,8.19,237
1387,1740,8.5,118
1705,1737,7.56,110
1957,585,1297.32,14
786,129,10.99,41
427,501,8.99,176
497,1314,39.99,42
1547,492,384.0,221
1373,1575,4.61,16
455,336,14.99,27
2301,261,20.99,3
737,780,11.99,80
2693,900,49.66,72
535,1956,20.89,85
2732,612,16.47,191
2541,1209,20.5,16
2413,558,9.95,26
194,1314,6.75,55
1251,234,16.98,148
1842,1161,3.78,54
1123,228,8.99,110
1357,1884,8.99,218
471,1818,50.98,113
800,1374,54.54,65
1006,126,16.99,203
2955,1554,36.99,243
1601,1125,14.99,240
773,969,39.23,13
362,672,10.99,138
1603,837,29.99,206
765,1344,39.0,57
2408,285,74.55,178
509,1047,7.99,181
1062,1329,33.95,35
444,747,15.29,65
197,327,8.99,227
1077,411,24.99,195
822,1899,8.29,34
1854,606,11.23,27
1484,1302,7.99,105
2641,1752,16.99,179
1598,1131,29.99,238
1468,693,10.99,199
1693,1857,34.95,139
1315,618,16.58,8
1332,1506,14.02,242
1258,1758,38.0,58
2721,51,56.99,179
2918,630,11.99,152
1247,891,17.5,70
2725,279,44.0,231
1918,144,20.95,15
1051,954,6.99,211
328,687,25.75,202
2575,960,3.99,7
2178,1866,25.74,75
2505,78,15.87,90
1316,522,9.99,102
215,87,16.49,217
1224,465,8.99,210
1055,759,11.99,157
728,1389,27.99,214
918,1881,23.99,168
1602,1539,13.62,57
1097,810,19.99,148
1219,1734,10.99,180
1257,1020,14.99,71
1547,1488,413.0,107
807,1995,25.95,71
1521,1608,85.98,180
2533,1257,24.0,218
1401,288,9.99,80
2407,321,17.95,240
292,717,10.88,167
1313,1542,8.99,124
1210,1521,21.99,80
2220,1689,31.0,159
1941,390,15.99,116
2320,738,20.95,174
141,870,128.5,87
1705,1059,8.56,117
527,1272,14.99,10
1530,1416,17.99,30
2801,1011,63.99,188
2893,912,9.99,135
1197,801,6.94,118
464,1632,17.97,223
738,939,13.59,1
833,678,6.0,96
1362,708,26.9,222
2623,1578,62.0,173
1550,786,14.99,69
345,1923,47.99,238
2398,405,33.0,139
2962,390,8.99,236
2711,528,17.29,241
153,1524,10.99,174
2935,1098,8.45,214
903,471,8.76,133
1953,939,11.99,50
1405,633,8.97,123
669,1572,155.95,100
1135,669,22.99,119
2779,405,16.99,97
1838,1254,34.95,66
2331,1602,29.99,148
192,1266,8.89,4
2445,774,11.07,210
130,837,5.99,182
1225,1203,13.0,105
1354,630,2.88,223
2468,1362,5.99,211
1850,1641,5.19,189
1156,1389,31.99,202
1243,1641,17.99,197
2782,1260,12.98,197
276,1113,41.0,29
603,417,46.0,226
520,735,94.0,88
2798,1539,7.99,152
186,1578,25.98,215
1527,534,23.99,127
832,1374,8.9,180
1237,696,12.15,203
1698,1908,9.5,81
352,297,31.99,165
927,1518,30.21,118
760,1614,20.73,34
106,729,24.98,154
129,1044,17.99,80
1348,1734,5.99,22
1239,1950,12.99,177
2007,1896,8.99,202
1766,288,3.99,40
2182,1734,3.49,7
324,1719,18.0,110
1573,891,19.99,16
965,837,8.4,202
1337,171,14.99,11
1282,1749,17.9,226
1237,1815,13.15,168
2113,990,14.99,36
2525,1374,9.98,21
1081,1152,3.79,76
2605,1332,52.95,162
71,1986,22.9,81
300,405,5.23,124
1273,1797,10.99,247
2930,1353,40.0,167
2055,1191,4.39,210
1873,1953,29.99,143
919,135,70.12,157
1644,441,27.26,165
2538,1272,12.99,244
597,153,8.77,151
16,732,7.42,167
169,588,15.99,56
1377,1248,30.9,21
1512,1809,12.0,165
1590,375,33.99,20
199,903,10.52,206
695,330,20.5,73
702,1392,15.75,194
776,1995,28.75,24
502,1275,16.98,152
2114,1392,14.0,196
0,288,6.99,40
847,1008,4.21,130
2139,783,17.04,85
1743,363,9.99,188
1166,1695,9.95,107
2490,975,22.8,14
70,1515,14.99,170
133,645,8.87,31
2572,1593,4.89,130
1209,1329,70.0,229
2952,1467,3.99,53
2776,12,1.99,190
680,942,15.99,143
1782,1254,6.22,34
1201,267,14.79,85
206,396,5.99,29
2962,144,10.99,97
2515,936,19.99,27
780,1863,9.75,43
32,1758,6.66,224
1190,1827,28.99,232
1291,321,15.51,141
593,1455,69.0,155
138,912,6.37,67
1056,1380,10.99,70
2779,1857,17.99,231
1868,927,20.56,153
2225,1287,14.58,101
821,372,2.99,226
2699,60,95.0,6
2937,1248,10.99,184
839,1011,8.99,12
2967,1509,8.95,70
1594,1866,16.98,149
632,1929,16.99,18
708,129,5.98,136
1914,1338,5.44,16
1462,1545,10.99,146
2458,1236,15.99,213
2463,1806,12.09,74
701,1953,15.99,66
570,1764,29.99,112
1243,1332,22.99,128
838,1608,1.99,4
2485,1581,26.99,105
1483,1173,16.99,216
861,960,38.19,27
2551,1545,5.99,107
1376,1926,11.5,86
2902,1068,21.95,81
1390,258,21.03,206
2616,840,33.99,106
2395,1215,62.0,59
1102,1374,49.99,205
1165,423,33.8,3
978,1110,10.76,243
2845,1386,13.99,71
628,1494,32.69,86
375,324,11.99,120
1249,1290,9.59,24
480,384,12.99,22
2225,1818,16.58,181
1937,1272,10.0,71
1109,1011,4.18,56
402,894,1.47,87
1904,291,13.99,238
2288,747,24.33,49
2383,1104,9.6,35
31,1128,5.99,170
2316,954,3.8,169
60,1776,9.98,7
1803,1362,6.12,172
2870,1968,10.99,10
1904,1341,11.99,33
2423,1467,27.0,166
1447,1272,6.59,122
1847,960,15.0,22
470,324,7.99,177
1739,1353,75.0,215
2633,69,8.99,197
2690,1263,131.99,43
2819,1029,8.9,124
1605,519,20.46,41
1866,297,8.99,199
153,351,8.99,208
1123,534,9.99,121
2919,1710,12.99,162
1638,1749,5.99,95
2210,1695,21.0,76
326,1377,23.95,122
84,732,8.99,6
1373,1299,4.61,11
421,300,6.5,211
1258,429,24.0,197
1481,795,24.4,149
2116,957,5.97,61
2881,1929,20.02,74
549,297,20.99,34
1028,864,27.99,82
456,12,42.95,148
2820,975,22.79,69
2468,1491,7.99,44
1052,597,5.99,244
736,114,9.99,51
388,150,97.55,79
804,1548,6.65,41
985,1542,9.39,99
825,162,19.92,146
2918,1512,12.99,157
2110,1560,6.99,148
693,969,5.99,230
1477,1968,10.99,75
846,1242,41.0,129
2883,687,17.99,22
42,1818,13.99,84
1379,996,24.2,196
2353,1626,30.99,212
275,906,36.0,191
997,267,12.0,9
1242,1341,19.54,131
2491,99,13.98,171
957,258,25.0,181
2427,1869,18.99,20
847,702,4.21,224
2140,684,18.0,225
647,1404,8.99,36
463,936,33.99,231
1650,666,21.99,151
515,1185,8.66,129
1013,1641,9.99,199
538,273,90.99,57
2879,504,86.8,53
293,1254,16.99,183
952,1443,27.21,91
645,846,8.47,96
977,747,9.85,169
2568,420,15.0,193
844,516,10.28,171
1394,1857,13.4,75
768,1494,24.78,181
678,1725,11.99,118
1735,699,16.0,211
2763,1479,9.95,154
163,1236,43.0,214
829,1746,182.0,123
15,1236,26.99,119
207,966,36.99,125
562,417,241.95,117
1340,186,41.0,151
2740,0,16.98,198
1112,636,8.97,61
1368,1467,22.04,141
787,708,46.0,125
1985,51,72.79,1
807,696,26.95,24
1984,1836,44.0,45
116,189,10.99,127
2446,291,39.45,101
1315,840,14.58,134
2230,1002,9.49,198
1062,60,33.95,169
137,1236,10.98,121
2318,1077,23.43,197
759,1560,6.99,176
1796,1410,23.99,70
765,378,56.0,36
341,828,5.99,89
2662,27,19.97,90
2876,756,19.97,66
767,1764,12.99,67
1468,1782,9.99,70
1323,1233,16.0,91
1299,591,30.2,170
2881,1500,26.02,13
180,855,16.99,160
2384,1455,8.99,63
100,459,6.47,235
1662,933,32.99,186
1421,333,22.99,211
2124,1002,23.55,185
2077,729,13.0,132
680,966,13.99,89
1001,1200,11.95,224
1312,1014,23.99,75
956,1986,28.45,249
1141,261,10.99,234
604,1653,17.77,66
871,501,22.66,84
2250,48,13.99,40
1473,1476,19.0,100
2720,708,17.95,2
2464,1059,82.0,222
1309,93,14.95,62
1886,1485,21.99,99
111,666,7.99,195
2697,198,4.99,19
1383,405,218.12,29
869,312,18.99,242
821,1644,2.99,135
1022,840,30.95,129
789,843,22.0,231
2527,1473,24.49,152
1416,3,8.95,232
862,54,41.95,200
2892,1890,10.9,157
927,1233,26.21,195
2081,1560,20.99,20
852,1530,22.5,192
2439,1281,18.19,190
14,1992,12.49,11
292,1845,14.88,204
1410,1719,20.75,211
2341,1953,22.99,52
2708,150,5.99,228
1064,1056,8.88,212
574,1008,59.87,187
1461,279,12.88,103
426,963,12.25,216
1596,1551,45.99,92
664,1731,7.9,50
1938,282,10.99,66
1814,516,1.99,142
2137,1683,12.99,125
2872,399,7.49,143
1473,1872,23.0,54
673,201,11.6,128
1626,1911,12.99,10
2421,975,31.99,68
2613,498,22.3,218
1890,306,25.0,211
2513,1914,14.98,83
560,1782,28.0,135
444,1221,13.29,86
1810,1728,5.98,117
435,384,11.99,114
722,657,15.95,162
2883,1926,24.99,201
2355,1584,24.5,57
915,1710,11.89,163
736,135,8.99,129
386,63,33.9,110
161,771,7.96,210
2238,1452,12.0,168
2813,1461,8.95,160
156,219,87.0,49
884,840,4.49,140
1659,699,9.99,6
1499,39,16.65,103
1944,183,10.95,207
2440,378,19.6,99
2738,1290,54.9,83
2952,1743,3.99,228
1408,975,13.61,148
1664,1173,3.49,217
2223,1251,10.99,225
326,933,32.95,7
2845,1602,12.99,79
43,27,43.99,219
252,1842,5.84,93
