49,249,880.66,24,2024-05-21 20:49:12.150067
50,252,230.23,12,2024-04-20 12:05:59.961298
51,1302,336.72,8,2024-07-14 17:51:29.168073
52,1066,500.27,25,2024-03-22 07:39:10.954205
53,1654,275.44,16,2024-08-11 09:28:44.893379
54,423,100.0,6,2024-07-15 05:33:20.629569
55,1909,279.33,9,2024-05-04 11:42:52.567796
56,341,5.99,1,2024-11-26 19:45:53.913266
57,1763,9.66,1,2024-01-22 05:11:34.389120
58,270,703.37,30,2024-05-12 20:25:16.282357
59,782,149.93,12,2024-08-01 17:19:21.670835
60,1845,402.97,25,2024-02-20 17:21:15.607928
61,1507,496.79,11,2024-05-03 13:04:22.102581
62,1966,326.31,19,2024-10-21 13:53:46.111701
63,838,464.29,27,2024-03-15 20:56:14.695779
64,285,138.76,6,2024-07-08 07:43:34.106131
65,385,458.11,21,2024-10-21 08:45:14.148401
66,1736,651.56,33,2024-02-06 09:03:00.209004
67,873,291.3,18,2024-06-17 23:47:57.055601
68,797,497.94,25,2024-09-01 09:52:44.411255
69,1790,885.84,23,2024-12-01 03:52:20.724697
70,625,504.14,18,2024-05-07 19:29:07.920603
71,555,764.61,18,2024-01-22 07:18:31.685119
72,1765,89.24,4,2024-04-20 20:22:35.594949
73,51,298.5,14,2024-02-27 09:48:14.577267
74,1585,1197.17,11,2024-08-06 16:21:32.139855
75,201,1001.11,24,2024-03-29 23:15:03.192629
76,515,397.72,8,2024-06-16 13:32:53.630121
77,1822,745.96,23,2024-06-29 15:10:52.048561
78,471,373.85,18,2024-11-30 20:04:36.231892
79,750,234.26,22,2024-06-09 11:50:20.385147
80,649,66.0,1,2024-08-03 02:27:25.113586
81,562,288.49,6,2024-05-13 05:37:11.083753
82,1168,385.28,8,2024-11-26 14:05:46.186969
83,1467,303.62,18,2024-04-15 06:36:47.903619
84,988,24.0,3,2024-03-04 13:40:25.790595
85,1712,108.16,7,2024-05-12 08:20:12.305669
86,107,261.62,22,2024-08-23 23:01:43.666146
87,652,286.3,23,2024-05-04 15:15:58.479694
88,524,575.33,24,2024-01-24 15:27:56.112465
89,377,245.06,13,2024-01-30 22:17:40.655694
90,170,240.07,16,2024-11-25 02:20:23.109785
91,252,481.55,21,2024-02-03 17:16:09.835775
92,1850,202.93,7,2024-05-14 19:51:17.808057
93,104,202.22,5,2024-08-02 19:03:27.897195
94,811,259.99,13,2024-11-04 21:46:45.555997
95,1281,194.31,13,2024-10-24 17:07:07.357057
96,1358,251.71,18,2024-05-22 09:06:51.744610
97,1319,150.31,11,2024-10-23 11:51:26.466415
98,1093,344.81,7,2024-08-14 03:48:26.335164
99,645,3392.44,39,2024-10-19 06:29:08.550417
100,178,54.91,1,2024-05-30 03:00:37.925941
101,746,22.12,2,2024-10-30 05:14:10.890839
102,459,211.68,15,2024-09-17 13:25:10.354422
103,1919,47.86,8,2024-10-27 20:17:35.188329
104,1142,496.92,22,2024-09-27 20:04:15.614385
105,966,39.96,4,2024-06-03 06:11:26.860937
106,277,323.33,17,2024-05-03 09:54:57.475235
107,1644,626.35,24,2024-11-20 16:18:38.118190
108,1965,551.4,23,2024-06-16 05:22:55.731495
109,1904,658.88,33,2024-02-16 08:44:02.083567
110,1140,191.19,6,2024-07-23 04:12:12.113879
111,303,365.99,17,2024-06-16 15:57:03.977905
112,999,1324.9,41,2024-07-24 20:32:24.700955
113,1301,154.56,9,2024-04-30 23:58:19.307903
114,1833,837.39,25,2024-07-05 20:27:21.569982
115,92,26.99,2,2024-08-24 08:37:03.481265
116,1915,48.67,9,2024-09-25 19:26:07.249949
117,254,401.39,29,2024-01-22 03:46:52.761220
118,1489,477.32,8,2024-06-15 21:18:36.525401
119,269,131.7,6,2024-06-17 04:36:02.338452
120,1830,12.44,2,2024-01-31 03:21:06.337839
121,1419,327.0,25,2024-08-20 16:25:13.385012
122,1204,959.97,30,2024-07-07 20:05:36.652334
123,924,1472.28,25,2024-03-07 15:49:03.725163
124,1692,455.77,31,2024-03-29 06:35:39.333199
125,945,716.16,23,2024-05-11 23:17:29.561868
126,1823,455.07,18,2024-08-25 14:10:08.090757
127,863,466.24,25,2024-10-14 19:32:43.463099
128,433,308.0,7,2024-01-29 00:44:31.841012
129,357,292.73,22,2024-08-18 12:38:49.116551
130,1197,314.92,24,2024-06-21 23:33:15.418660
131,712,362.45,25,2024-05-27 03:38:15.746468
132,1979,8.13,1,2024-03-07 13:54:56.797978
133,639,457.93,9,2024-01-06 05:42:37.406522
134,1942,203.92,9,2024-05-13 01:37:40.665554
135,654,170.1,6,2024-01-10 10:23:22.697015
136,718,156.39,5,2024-02-10 08:35:20.093387
137,1639,36.99,2,2024-11-29 03:06:58.274867
138,809,297.2,26,2024-09-12 10:51:06.620867
139,1674,9.5,1,2024-05-04 15:58:03.442130
140,586,23.97,3,2024-02-21 14:51:05.555408
141,1278,246.54,14,2024-10-29 02:50:19.640214
142,1909,391.49,19,2024-09-11 09:30:07.281467
143,824,21.76,1,2024-04-29 12:45:42.828021
144,94,566.65,28,2024-05-08 22:55:54.045162
145,488,389.48,27,2024-08-08 23:16:48.364834
146,1006,181.87,14,2024-10-06 14:45:22.242988
147,627,541.04,28,2024-11-05 14:41:14.061196
148,1297,126.32,7,2024-08-31 02:56:41.136090
149,439,247.14,24,2024-10-11 05:15:49.800106
150,166,433.78,25,2024-08-20 06:48:03.713130
151,1822,514.69,28,2024-06-20 17:38:36.097281
152,1606,254.73,11,2024-03-07 11:13:50.534108
153,1339,1072.95,25,2024-11-30 11:39:14.543416
154,1702,178.78,14,2024-01-28 19:37:01.069491
155,1572,83.85,3,2024-02-06 12:42:52.224907
156,1484,47.97,2,2024-03-06 03:00:28.667637
157,419,14.9,2,2024-10-29 14:13:13.487046
158,1353,370.33,21,2024-10-10 15:39:32.311485
159,686,155.55,12,2024-05-30 22:15:19.696297
160,545,654.64,6,2024-09-30 07:11:27.513823
161,1602,517.03,35,2024-02-05 22:45:55.082121
162,1061,131.46,5,2024-06-12 07:58:30.669439
163,250,678.08,14,2024-06-19 23:41:43.621965
164,1936,410.26,16,2024-10-01 23:37:43.600482
165,1280,726.79,30,2024-05-30 15:29:37.334173
166,1700,370.59,8,2024-01-16 08:32:09.196367
167,539,6121.1,27,2024-01-03 08:32:49.143747
168,758,479.97,26,2024-08-06 01:03:55.785883
169,494,818.06,18,2024-02-20 04:00:44.133335
170,1267,113.79,10,2024-02-29 14:24:33.696582
171,1023,245.34,13,2024-05-08 02:20:24.114625
172,1204,306.61,26,2024-06-18 13:00:21.172504
173,372,700.82,29,2024-01-14 18:35:53.947027
174,647,249.78,18,2024-03-10 09:06:25.891431
175,1699,5.5,1,2024-02-28 01:52:20.639957
176,1100,210.11,10,2024-05-27 09:10:21.812944
177,972,287.1,13,2024-04-24 17:15:18.813033
178,1344,408.77,17,2024-07-26 08:46:52.722872
179,1730,45.83,8,2024-01-01 23:29:42.075587
180,873,270.0,17,2024-04-09 12:30:06.161490
181,1419,197.34,4,2024-03-09 08:19:03.898216
182,1923,433.44,29,2024-05-13 18:30:51.979973
183,239,97.06,8,2024-05-26 11:40:38.474587
184,1677,49.98,2,2024-03-22 08:35:00.072568
185,652,340.1,22,2024-03-15 03:15:57.276322
186,476,345.51,29,2024-08-18 08:02:24.298867
187,1672,241.66,10,2024-09-25 19:41:58.638128
188,120,293.94,15,2024-10-17 23:11:46.134314
189,508,38.85,3,2024-11-29 13:32:30.485096
190,1401,42.91,7,2024-07-23 15:32:07.354928
191,443,243.75,18,2024-12-04 18:00:21.102836
192,588,296.04,10,2024-08-19 00:16:35.521392
193,1201,421.3,27,2024-04-12 11:53:39.394758
194,1347,17.97,3,2024-05-18 16:29:38.945739
195,969,79.35,5,2024-02-16 14:10:10.833069
196,153,20.99,1,2024-04-24 12:46:32.886082
197,1805,101.89,5,2024-01-03 01:50:05.543089
198,1291,304.71,23,2024-08-30 05:23:13.214663
199,1096,425.24,23,2024-05-14 05:31:20.364343
200,143,83.42,7,2024-08-20 04:30:38.450804
201,809,479.49,14,2024-04-01 19:18:35.175958
202,960,214.05,15,2024-12-02 17:59:03.622924
203,687,664.89,15,2024-04-23 21:41:42.505599
204,870,371.66,15,2024-06-15 00:13:05.238663
205,303,839.04,29,2024-05-06 10:59:51.205812
206,772,150.07,13,2024-07-12 23:09:05.663553
207,1889,719.42,22,2024-10-30 19:38:08.907772
208,955,754.5,30,2024-06-24 14:00:51.698021
209,667,9.81,1,2024-04-27 18:48:53.081914
210,1972,1033.82,20,2024-07-09 13:41:04.414485
211,1586,424.98,36,2024-06-09 13:17:30.534593
212,1183,712.44,24,2024-11-02 14:30:58.006189
213,499,4014.39,29,2024-01-26 14:47:53.787788
214,539,656.72,26,2024-01-12 20:55:42.831894
215,858,78.87,5,2024-04-19 20:39:34.272397
216,1590,382.38,21,2024-11-01 06:36:32.670535
217,1323,663.86,28,2024-08-02 14:37:19.503497
218,1196,110.55,4,2024-09-21 21:28:07.802189
219,383,100.85,7,2024-09-10 02:23:31.760669
220,541,62.92,8,2024-07-20 13:08:53.049021
221,1055,59.94,6,2024-06-11 18:52:35.596420
222,554,14.98,1,2024-11-26 19:27:06.165655
223,419,394.8,20,2024-08-17 20:12:02.618336
224,1202,228.69,11,2024-11-04 09:00:56.990857
225,556,292.51,13,2024-07-05 15:07:57.636842
226,22,29.97,2,2024-07-28 10:47:28.832870
227,203,110.99,8,2024-11-28 02:14:27.162217
228,0,414.88,23,2024-10-01 03:54:17.442349
229,467,21.99,1,2024-01-22 00:29:36.373987
230,1503,296.51,19,2024-05-24 11:11:05.993584
231,1799,93.15,5,2024-11-19 21:48:49.892231
232,1238,106.9,10,2024-09-18 20:37:10.440496
233,15,282.72,13,2024-08-02 06:42:37.850030
234,407,538.9,23,2024-02-03 09:25:08.816050
235,974,263.71,8,2024-10-06 03:53:35.806601
236,1851,159.89,8,2024-02-02 13:29:35.543277
237,803,59.5,5,2024-09-04 16:01:53.554532
238,1899,557.14,23,2024-03-22 18:55:45.121614
239,1055,154.49,8,2024-10-04 23:29:05.973757
240,1158,408.69,16,2024-06-02 11:17:48.157869
241,1115,97.92,3,2024-05-20 01:53:22.843966
242,1636,398.15,18,2024-03-07 20:48:42.179892
243,1617,857.62,34,2024-06-29 04:30:03.022313
244,484,220.38,15,2024-08-03 20:53:03.293480
245,171,501.72,18,2024-04-23 19:15:18.660230
246,946,58.47,5,2024-06-24 08:55:42.391322
247,883,432.28,22,2024-02-12 22:30:38.463340
248,1905,983.01,33,2024-04-04 10:42:23.858654
249,1249,386.09,20,2024-02-22 08:32:37.132303
250,524,377.73,7,2024-03-30 23:04:19.561692
251,1306,471.33,33,2024-09-30 15:56:58.004035
252,197,175.5,13,2024-09-12 19:32:45.676337
253,1972,808.89,13,2024-11-03 04:25:21.613927
254,1470,664.34,15,2024-06-28 14:47:45.981754
255,216,458.67,20,2024-01-28 17:36:50.061886
256,1519,476.39,19,2024-05-29 05:16:33.863177
257,1172,188.31,9,2024-06-29 15:45:04.231283
258,1403,976.14,22,2024-08-14 22:37:48.734460
259,1777,477.75,28,2024-03-07 02:09:26.500742
260,932,379.66,16,2024-02-21 07:36:53.196177
261,653,447.91,17,2024-06-21 01:18:34.653030
262,143,195.84,14,2024-05-05 15:55:05.091007
263,742,283.83,13,2024-06-27 20:08:22.099653
264,58,353.08,22,2024-11-18 09:16:50.680255
265,1506,730.85,35,2024-05-30 23:03:03.838855
266,673,107.48,9,2024-05-17 16:03:54.917222
267,1659,394.5,18,2024-05-17 11:06:05.434957
268,1416,969.29,15,2024-07-27 17:41:10.803588
269,270,864.02,34,2024-07-03 22:33:29.497135
270,1642,68.11,6,2024-05-06 10:11:32.311048
271,412,170.69,11,2024-02-11 07:09:08.733619
272,1545,430.04,20,2024-07-31 00:10:00.433479
273,773,17.95,2,2024-07-28 17:44:44.663860
274,363,130.27,5,2024-03-17 14:04:27.187644
275,1130,189.98,3,2024-06-18 16:20:46.585380
276,1895,900.19,28,2024-06-15 17:29:01.753842
277,1723,212.77,13,2024-01-29 14:16:20.047249
278,314,588.17,24,2024-01-09 16:24:53.728439
279,1436,17.24,2,2024-12-01 06:13:11.501826
280,357,667.9,22,2024-05-19 07:23:54.933405
281,251,195.26,14,2024-11-07 21:02:18.640143
282,176,289.11,13,2024-04-13 10:47:14.279991
283,231,278.6,13,2024-04-19 21:15:47.508052
284,1233,223.42,11,2024-12-05 02:18:06.801183
285,1987,247.18,16,2024-09-12 03:46:22.272279
286,1775,198.75,5,2024-12-05 04:20:29.526158
287,1771,99.4,7,2024-05-12 17:50:26.194402
288,896,511.63,18,2024-06-29 16:20:37.088130
289,106,280.73,17,2024-04-09 04:44:43.434934
290,806,69.94,4,2024-10-14 22:57:40.497844
291,1025,474.31,29,2024-08-06 19:00:40.167826
292,945,296.36,30,2024-10-08 14:58:33.506878
293,1462,44.32,4,2024-11-29 20:54:34.112237
294,1831,158.26,10,2024-09-17 06:54:59.098489
295,119,603.32,17,2024-08-12 02:47:43.899936
296,605,511.67,23,2024-07-15 11:58:40.943827
297,1810,220.62,14,2024-04-26 05:20:19.915851
298,532,1401.19,26,2024-04-16 05:47:57.926311
299,652,261.08,13,2024-08-30 12:55:32.204225
300,1606,126.19,10,2024-09-01 08:26:54.004825
301,47,64.1,7,2024-01-22 10:47:12.626208
302,185,296.99,20,2024-01-26 07:14:24.903167
303,24,442.01,24,2024-02-10 10:00:21.291153
304,87,822.99,23,2024-06-16 19:29:08.329761
305,161,273.0,6,2024-03-12 09:48:00.518934
306,173,81.88,5,2024-11-30 06:24:16.786644
307,1984,881.47,29,2024-10-26 00:04:04.868964
308,607,20.99,1,2024-06-13 23:39:25.631922
309,1346,507.85,14,2024-09-07 15:10:00.978543
310,766,1595.57,38,2024-04-22 23:57:09.284797
311,160,1360.25,34,2024-01-30 21:01:34.221883
312,858,1349.13,24,2024-11-24 14:18:42.238174
313,338,312.34,15,2024-04-16 16:11:53.750658
314,24,524.12,23,2024-07-18 16:39:30.771436
315,931,779.58,22,2024-06-21 05:21:14.992681
316,1477,216.99,14,2024-09-10 19:55:30.674324
317,845,142.65,7,2024-12-05 08:39:37.880714
318,772,270.84,14,2024-03-30 12:14:04.032307
319,725,124.45,10,2024-01-25 19:34:58.004480
320,848,62.09,6,2024-09-21 09:13:12.572055
321,1966,1238.42,27,2024-05-19 18:04:21.937896
322,1447,23.89,2,2024-02-28 05:07:26.442822
323,1850,421.53,30,2024-06-23 07:31:20.622670
324,1355,50.97,3,2024-03-07 10:19:16.540833
325,944,570.03,29,2024-06-17 20:38:04.349657
326,1352,954.91,24,2024-06-29 03:35:33.160684
327,1447,308.27,27,2024-11-13 21:31:00.986719
328,924,127.87,14,2024-03-05 10:08:08.741629
329,501,942.35,23,2024-02-11 17:17:54.772836
330,729,401.8,20,2024-01-06 19:49:53.102254
331,798,524.98,28,2024-06-02 10:28:13.210748
332,615,370.92,12,2024-01-11 16:29:22.291339
333,895,92.26,7,2024-04-10 14:28:17.113859
334,556,1148.07,34,2024-04-29 01:07:42.200839
335,1977,516.87,19,2024-03-03 04:15:38.831308
336,737,622.33,15,2024-08-01 16:26:48.130771
337,960,132.06,6,2024-07-26 19:48:02.054654
338,1279,337.72,20,2024-06-14 17:24:31.477341
339,961,104.81,8,2024-05-09 15:24:04.090564
340,1305,314.0,13,2024-10-29 02:56:10.979149
341,511,372.94,20,2024-09-08 00:59:15.034715
342,429,20.98,2,2024-01-07 23:21:21.118824
343,1192,462.17,26,2024-09-11 12:20:06.780360
344,641,366.37,25,2024-03-18 08:06:13.040031
345,1734,517.37,12,2024-08-07 08:52:41.688258
346,962,284.95,27,2024-03-02 08:00:45.413716
347,1426,186.69,12,2024-03-17 06:55:49.839148
348,405,189.91,18,2024-11-07 11:28:22.446386
349,329,1514.7,29,2024-11-20 00:19:20.142912
350,655,9.02,1,2024-07-09 20:33:17.278239
351,682,185.68,8,2024-09-28 09:57:12.813164
352,16,134.69,11,2024-01-18 22:49:44.758933
353,46,768.22,20,2024-10-22 21:53:22.628889
354,531,54.84,4,2024-06-26 11:01:37.021185
355,1992,267.75,10,2024-03-29 01:33:04.106663
356,1090,362.42,15,2024-06-03 16:00:38.347863
357,1792,342.95,4,2024-05-23 04:57:19.445240
358,1623,184.12,6,2024-06-28 07:04:48.838480
359,509,133.86,6,2024-08-20 18:54:34.959188
360,1257,77.97,3,2024-09-25 05:38:52.494481
361,152,17.99,1,2024-09-23 08:50:45.908476
362,649,2897.7,28,2024-03-25 15:59:27.362093
363,1522,75.94,6,2024-02-01 06:53:47.023381
364,1033,115.86,3,2024-03-27 22:52:06.350562
365,1229,535.42,19,2024-10-14 09:40:03.674034
366,760,298.92,14,2024-02-03 12:49:31.036506
367,433,1052.5,31,2024-10-08 10:11:27.178923
368,352,44.98,2,2024-01-22 14:39:02.324184
369,1875,34.77,3,2024-07-27 08:03:19.836693
370,1,22.0,4,2024-07-23 21:39:30.373670
371,1094,916.3,36,2024-11-21 21:43:45.659806
372,1039,85.04,8,2024-02-07 03:11:45.276060
373,1441,187.76,13,2024-06-07 07:53:43.731679
374,721,225.75,10,2024-04-18 08:09:58.387148
375,816,1080.49,27,2024-07-16 02:45:44.828309
376,836,565.3,31,2024-06-23 16:37:53.419827
377,183,444.08,22,2024-12-02 14:04:03.508815
378,794,533.7,30,2024-04-19 03:10:22.948858
379,896,239.5,13,2024-08-30 08:07:06.420953
380,673,487.05,34,2024-03-28 18:44:40.115842
381,485,243.64,16,2024-03-22 05:32:45.976810
382,1146,652.47,31,2024-03-26 02:00:51.169646
383,964,207.23,14,2024-02-03 21:48:44.038291
384,798,159.1,7,2024-03-31 20:58:10.104862
385,971,831.79,28,2024-11-19 00:34:48.295455
386,255,934.15,27,2024-06-05 22:23:22.696795
387,822,356.89,23,2024-11-18 00:01:49.911729
388,324,227.8,20,2024-10-06 20:46:43.922717
389,77,910.89,31,2024-11-30 01:40:31.934769
390,1156,78.19,4,2024-10-08 09:32:41.091906
391,249,561.03,20,2024-10-20 04:19:35.396213
392,6,1191.26,7,2024-01-25 12:03:54.431648
393,1271,67.57,6,2024-11-20 09:20:28.032609
394,163,71.21,8,2024-10-05 11:03:27.251715
395,800,269.11,14,2024-05-15 11:28:42.654971
396,761,9.99,1,2024-08-15 15:08:53.775356
397,26,199.97,9,2024-02-16 07:58:11.671302
398,1069,104.42,8,2024-04-24 19:04:40.193286
399,1043,31.0,1,2024-03-01 14:05:18.716350
400,1927,1426.45,24,2024-06-25 04:14:50.622175
401,602,90.07,6,2024-01-20 13:54:40.359298
402,528,658.19,17,2024-08-13 22:55:52.110755
403,805,130.8,12,2024-10-31 15:50:50.108123
404,672,173.29,16,2024-05-08 11:30:47.672768
405,820,243.49,19,2024-02-08 13:04:53.674295
406,51,19.96,2,2024-11-19 13:16:51.894578
407,1185,188.34,13,2024-05-28 18:53:34.832598
408,1338,568.51,35,2024-08-15 03:11:48.521893
409,349,99.79,5,2024-07-09 23:53:22.461674
410,308,718.77,25,2024-06-24 07:59:27.109590
411,841,942.64,23,2024-04-05 16:49:58.631706
412,1800,249.46,22,2024-10-08 08:06:29.773090
413,453,41.89,3,2024-01-15 01:42:26.022838
414,1021,186.83,8,2024-05-07 01:14:46.992289
415,1682,391.4,23,2024-07-23 00:47:24.412925
416,143,435.9,18,2024-05-12 12:31:31.638175
417,1149,372.29,10,2024-03-24 04:28:52.694701
418,1140,191.73,7,2024-09-29 12:49:41.907746
419,1181,51.16,4,2024-06-03 23:09:26.805121
420,1060,345.93,20,2024-07-07 23:41:08.820722
421,621,793.39,28,2024-07-29 07:56:28.026891
422,1440,37.5,5,2024-02-09 19:47:10.756114
423,1015,15.98,2,2024-02-19 23:10:21.864607
424,244,267.0,1,2024-09-30 23:06:49.523570
425,1427,336.16,28,2024-03-18 08:25:58.190609
426,812,157.09,15,2024-03-04 06:36:29.567643
427,1017,374.86,15,2024-02-10 19:35:58.222738
428,1681,131.61,7,2024-05-28 03:07:40.412412
429,536,227.06,10,2024-01-08 18:26:17.044019
430,994,499.65,24,2024-02-20 16:52:43.810726
431,122,341.8,29,2024-05-19 08:31:45.938447
432,915,1283.89,25,2024-01-02 16:10:06.816307
433,1992,889.19,25,2024-08-31 23:37:36.254207
434,1608,94.91,9,2024-12-02 08:35:40.363257
435,501,369.77,22,2024-08-09 02:29:35.700091
436,829,99.51,10,2024-01-17 19:26:23.626132
437,421,251.86,12,2024-07-21 09:17:58.480463
438,676,310.35,13,2024-10-29 08:40:25.634376
439,160,174.95,5,2024-07-16 02:15:24.623094
440,1223,497.81,19,2024-03-12 20:56:07.250670
441,1935,505.18,12,2024-02-20 18:10:06.462268
442,531,56.72,4,2024-11-24 22:30:08.444341
443,1134,1087.07,35,2024-06-04 10:10:46.779944
444,139,230.73,16,2024-03-17 09:06:46.945629
445,1640,1491.3,32,2024-10-15 00:10:59.075406
446,1440,395.29,19,2024-04-04 05:46:08.381475
447,494,380.98,11,2024-06-02 23:55:36.419443
448,1767,325.24,14,2024-02-10 23:40:46.526970
449,463,421.42,22,2024-09-26 21:58:42.638493
450,1862,1995.5,17,2024-09-16 20:39:54.840958
451,741,26.97,3,2024-09-14 08:00:10.720681
452,504,284.86,10,2024-07-10 17:24:06.283321
453,1162,547.53,20,2024-01-30 01:56:14.471489
454,752,93.86,4,2024-09-21 23:37:34.312407
455,1354,13.95,1,2024-07-03 21:17:34.368242
456,191,122.62,5,2024-05-24 21:15:09.069814
457,683,945.95,24,2024-07-28 12:43:23.091816
458,562,29.98,2,2024-10-28 05:38:53.331580
459,422,116.57,4,2024-01-14 10:58:17.991952
460,1975,256.65,18,2024-03-07 03:34:45.536727
461,977,696.82,27,2024-04-16 03:13:34.756551
462,1014,134.9,11,2024-09-02 04:44:05.805642
463,1886,246.47,14,2024-07-13 23:10:52.843937
464,133,184.87,10,2024-05-14 12:05:25.161260
465,1038,209.67,16,2024-07-13 04:26:26.031953
466,1151,66.34,11,2024-09-01 22:16:20.747278
467,1935,581.04,18,2024-01-03 03:32:09.922132
468,1117,395.79,12,2024-01-07 17:10:35.009619
469,548,186.27,16,2024-07-09 02:03:54.742298
470,1012,395.85,22,2024-01-21 12:27:01.163198
471,224,615.6,30,2024-12-01 00:02:16.119707
472,350,179.3,9,2024-07-11 00:11:49.108879
473,1645,188.96,10,2024-08-05 09:00:52.226969
474,1189,711.53,25,2024-02-12 20:09:52.174808
475,1214,166.69,6,2024-05-03 09:19:55.337902
476,984,339.76,21,2024-05-14 07:45:27.588843
477,724,44.7,6,2024-08-08 13:19:34.833032
478,1129,531.84,18,2024-10-26 18:00:56.494923
479,794,118.91,11,2024-11-12 22:00:04.838625
480,1832,256.6,19,2024-05-29 22:05:44.371965
481,962,353.47,17,2024-07-12 04:10:27.982996
482,1842,1684.85,16,2024-11-13 16:54:59.912553
483,1145,68.3,7,2024-07-01 09:52:56.022519
484,967,623.39,34,2024-11-12 22:52:33.461150
485,315,363.71,23,2024-01-22 04:29:23.562943
486,1795,563.79,21,2024-02-15 14:34:06.018843
487,1265,265.95,1,2024-10-04 12:15:39.003641
488,485,457.28,32,2024-04-18 01:36:13.550448
489,681,285.05,10,2024-01-13 12:18:35.307560
490,1744,277.99,7,2024-11-30 19:17:04.757832
491,499,193.04,19,2024-02-29 02:48:14.564679
492,1623,228.12,14,2024-02-23 00:44:38.933900
493,439,142.93,7,2024-11-19 23:32:41.610906
494,1086,1140.47,26,2024-05-03 17:04:20.971193
495,1424,263.7,18,2024-01-02 03:15:05.359771
496,14,634.03,30,2024-05-16 12:41:41.547042
497,132,58.77,5,2024-08-12 11:32:07.705198
498,35,623.26,32,2024-09-11 07:19:22.850748
499,274,128.92,9,2024-10-26 06:13:07.631633
500,1804,703.86,38,2024-06-01 05:33:17.432225
501,1653,279.59,16,2024-02-04 17:16:28.319470
502,577,344.95,25,2024-01-19 13:45:54.739576
503,382,84.0,7,2024-03-05 17:32:29.510635
504,1960,448.06,15,2024-03-11 13:41:58.475579
505,849,176.89,17,2024-05-08 05:38:21.487000
506,685,298.26,13,2024-08-09 16:13:54.008775
507,1759,226.02,19,2024-05-30 15:26:34.061968
508,540,6.99,1,2024-11-23 20:38:27.774973
509,886,521.04,9,2024-05-02 20:14:31.007012
510,278,331.66,26,2024-09-24 19:08:39.492861
511,495,231.9,10,2024-12-03 14:21:16.384205
512,379,302.51,27,2024-08-11 12:52:27.971952
513,903,231.36,15,2024-09-20 00:59:15.495503
514,1934,39.8,7,2024-08-12 13:28:33.338656
515,1418,191.44,15,2024-05-07 18:21:56.779698
516,1532,15.98,2,2024-09-08 01:40:29.833684
517,565,160.8,7,2024-12-03 09:23:04.966753
518,1207,138.16,6,2024-03-26 23:49:15.318418
519,1278,617.7,14,2024-03-27 04:59:36.147158
520,219,207.16,16,2024-06-02 11:16:45.608859
521,139,263.1,16,2024-07-09 02:12:40.184829
522,1408,181.88,13,2024-11-14 07:30:32.830351
523,582,1423.08,13,2024-03-03 18:38:45.559902
524,1822,347.65,22,2024-09-12 12:53:58.450510
525,428,547.16,14,2024-06-20 10:30:46.109855
526,1573,37.68,7,2024-03-02 17:02:32.637182
527,1175,288.57,17,2024-04-04 23:32:47.336065
