17,2984,1497,1,17.99,True
17,729,1590,1,5.97,False
18,315,255,1,13.01,True
18,166,1581,1,9.99,True
18,192,1362,4,35.56,True
18,1679,621,3,32.97,False
18,1835,1680,4,47.8,False
18,2147,255,1,18.99,True
18,1035,522,7,97.93,False
19,2743,294,3,32.25,True
19,2690,1263,1,131.99,False
20,2540,1152,7,34.93,False
20,1642,489,1,16.95,True
21,150,549,5,99.3,False
21,2765,1026,7,200.34,True
21,1869,447,6,71.94,False
21,1955,84,5,169.95,False
21,433,972,4,51.88,False
22,105,762,1,9.58,False
23,1379,576,1,39.2,False
23,1767,1665,3,86.97,True
23,2869,1695,5,200.0,False
24,246,1008,1,4.99,True
24,2116,108,2,11.94,False
24,2640,1137,1,18.43,True
25,569,1593,1,10.59,False
25,880,147,1,14.95,True
25,1281,480,1,7.0,True
25,684,861,1,20.0,False
25,2758,498,2,41.98,False
25,2314,1956,1,307.0,False
26,498,108,3,49.17,True
26,502,234,2,37.96,True
27,2515,1647,1,20.99,True
27,2037,627,4,143.96,False
27,175,285,7,132.93,False
27,2788,159,3,38.97,False
27,761,696,2,31.5,True
27,2638,741,4,39.96,False
27,2863,483,7,126.0,True
27,2350,954,3,26.94,False
28,813,1881,7,61.81,True
28,2229,1008,5,269.95,False
28,420,1884,7,76.79,True
28,670,603,1,2.03,False
29,1753,1401,1,5.97,True
29,2390,1971,6,77.7,True
29,1409,1521,6,228.0,False
29,2861,1323,7,168.84,True
29,1028,864,1,27.99,False
30,1360,1017,3,29.97,True
30,1186,420,1,10.99,False
30,574,1086,1,51.87,False
30,2731,63,5,69.95,False
30,431,1038,3,116.97,True
30,2857,570,3,185.22,False
30,437,1611,1,12.99,False
30,1457,1992,4,15.84,True
30,2858,756,2,102.0,True
31,2104,75,1,17.99,False
31,1250,927,4,105.0,False
31,2575,771,4,15.96,True
31,1644,1170,2,56.52,True
31,107,900,6,168.9,True
31,522,525,3,12.87,True
31,1961,585,2,15.8,False
31,1736,858,1,9.98,True
31,513,1188,1,10.99,False
32,2045,1839,1,9.95,False
32,1869,660,4,51.96,False
33,2639,909,6,162.0,True
33,933,1218,4,199.96,True
33,2858,1182,1,41.0,True
33,890,1956,4,22.44,True
33,441,273,2,66.08,True
33,1533,1965,7,76.3,True
33,2333,654,1,5.6,True
33,1506,1026,1,9.99,True
34,247,147,1,12.96,True
34,140,177,2,39.8,False
35,1935,1284,2,29.98,False
35,2943,474,4,164.0,True
35,1081,1152,1,3.79,True
36,2650,1716,4,71.8,True
37,775,1272,7,69.86,False
37,1118,1176,1,6.0,True
37,886,1680,1,4.49,False
37,348,645,6,59.94,True
38,1151,909,6,65.94,True
38,534,1917,6,113.94,False
38,1138,126,1,5.92,False
38,2884,1557,6,126.0,False
38,1706,462,7,202.65,False
38,1146,471,7,146.93,True
38,2879,504,1,86.8,False
39,156,219,1,87.0,True
39,2050,1404,5,23.45,False
40,1018,1074,1,21.99,False
41,720,684,5,107.75,True
41,2157,90,2,26.86,True
41,1918,144,1,20.95,False
42,1119,1338,7,172.13,False
42,2720,1158,5,89.75,False
42,2993,627,7,48.93,False
43,2550,1041,2,240.96,True
43,554,1053,7,92.47,True
43,1344,276,1,17.95,False
43,762,675,3,35.25,False
43,1172,1557,1,8.8,True
44,107,1185,2,40.3,False
44,363,1659,1,28.0,False
44,1638,180,1,5.99,False
44,1016,270,7,68.18,True
45,147,1695,1,57.9,True
45,2262,999,1,8.22,True
45,2530,1521,1,7.3,False
45,1552,1821,1,6.24,False
45,1845,1890,1,6.99,False
46,1266,1770,6,17.94,True
46,853,1584,5,514.95,False
46,965,990,6,50.4,False
46,1957,1269,6,6829.92,False
47,1606,516,3,29.25,False
47,1428,1188,5,39.95,False
47,2178,99,1,25.74,True
47,1237,27,3,33.45,False
47,820,915,1,5.29,True
47,2853,1476,1,17.74,True
47,518,774,7,41.93,True
47,780,1527,3,26.25,True
47,2858,1581,3,120.0,False
47,607,1404,1,30.65,False
48,2727,993,1,20.98,True
48,1229,1587,1,12.99,True
48,340,99,1,35.0,False
48,474,1968,6,71.88,True
48,338,144,4,72.4,True
48,349,1053,2,15.98,True
48,1473,1476,4,76.0,False
48,1524,1320,1,28.99,True
49,660,264,7,650.86,False
49,2419,1980,1,22.88,True
49,2445,426,4,52.28,False
49,2787,1200,1,23.99,False
49,1599,483,6,29.94,False
49,2318,792,2,52.86,True
49,1681,1827,3,47.85,True
50,1542,942,1,12.79,False
50,2269,1386,1,50.9,False
50,2600,1098,4,131.8,True
50,618,1158,5,29.95,True
50,1367,267,1,4.79,False
51,1596,687,4,247.96,True
51,1644,441,1,27.26,False
51,742,1074,3,61.5,True
52,2640,1734,1,24.43,True
52,398,777,1,11.0,False
52,975,1251,5,149.3,False
52,1614,969,2,25.98,False
52,2382,636,4,103.96,True
52,1058,477,4,43.96,False
52,1101,366,7,125.93,True
52,1014,1299,1,15.71,False
53,2228,156,5,119.95,False
53,1182,1566,2,9.98,True
53,107,372,4,112.6,True
53,2905,492,1,8.99,True
53,1397,252,4,23.92,True
54,848,1878,1,17.25,False
54,842,342,1,12.95,True
54,2912,1872,4,69.8,True
55,2446,291,1,39.45,True
55,417,1377,1,9.99,True
55,1350,954,1,18.9,True
55,1340,186,5,205.0,True
55,341,1089,1,5.99,False
56,1738,273,1,5.99,True
57,515,846,1,9.66,True
58,1091,117,5,80.0,True
58,999,255,7,83.93,True
58,2371,363,6,161.94,False
58,2109,318,1,12.15,True
58,771,1701,1,19.7,False
58,1742,99,7,251.16,True
58,2216,588,2,87.5,True
58,1428,1638,1,6.99,False
59,2163,81,7,69.93,True
59,1819,645,5,80.0,True
60,1689,84,4,115.8,False
60,2683,1110,2,33.98,False
60,1996,1680,1,3.94,False
60,1106,1905,5,99.85,False
60,373,1005,6,65.94,False
60,2946,1380,1,23.99,False
60,801,1140,2,38.64,True
60,785,477,1,2.98,True
60,1912,66,3,17.85,True
61,1987,153,2,107.9,False
61,2114,1392,2,28.0,True
61,2274,516,1,60.95,False
61,1596,837,5,289.95,False
61,2459,225,1,9.99,False
62,1527,534,2,47.98,False
62,641,1149,1,34.95,True
62,865,1509,2,18.0,True
62,1936,1320,5,138.5,False
62,1010,1134,1,2.41,True
62,2748,600,4,32.0,True
62,863,492,3,29.97,False
62,850,1053,1,22.5,False
63,1505,1236,4,118.0,True
63,860,513,2,57.96,True
63,1450,1311,1,6.38,False
63,63,390,7,146.93,True
63,2244,288,2,10.6,False
63,2315,303,4,23.96,True
63,1247,891,3,52.5,False
63,2126,228,4,47.96,True
64,1477,1050,2,31.98,False
64,567,477,1,8.8,False
64,2169,111,2,53.98,True
64,1984,861,1,44.0,False
65,605,1530,1,18.99,False
65,628,690,2,65.38,False
65,2234,867,6,32.94,True
65,2771,1683,2,13.98,False
65,123,1293,1,15.99,False
65,933,1461,5,244.95,False
65,2166,1152,2,43.9,False
65,45,1623,2,21.98,True
66,1115,1191,1,23.95,False
66,506,1839,5,139.95,True
66,1336,1698,6,47.94,True
66,2768,63,1,44.79,True
66,876,657,6,136.62,True
66,663,474,6,172.02,True
66,436,441,1,11.99,True
66,2913,348,5,39.7,False
66,1893,543,2,34.6,True
67,1290,816,2,32.98,False
67,1549,1650,4,170.64,True
67,300,165,5,26.15,False
67,1609,1284,7,61.53,True
68,950,33,2,11.98,True
68,2744,702,7,65.94,True
68,2896,111,3,65.97,True
68,2189,435,2,38.0,True
68,2179,819,5,196.65,False
68,2302,1491,6,119.4,True
69,2604,1800,2,28.38,False
69,1533,30,1,9.9,True
69,624,1122,2,52.52,True
69,2526,1977,4,240.0,True
69,2871,1377,2,104.0,False
69,691,957,3,26.97,False
69,2507,24,4,344.12,False
69,88,690,5,79.95,True
70,1866,297,1,8.99,True
70,2001,471,4,231.6,True
70,1645,1428,1,8.99,False
70,1487,192,1,4.0,True
70,2170,1131,2,53.68,True
70,145,1026,6,143.94,True
70,1009,1884,1,18.95,True
70,2058,1734,1,18.0,True
70,1895,1683,1,15.99,False
71,2144,1977,4,492.0,False
71,1472,1353,4,35.96,True
71,32,879,1,7.66,True
71,2559,219,1,2.99,True
71,275,285,3,90.0,True
71,2423,1467,4,108.0,False
71,2994,1380,1,28.0,False
72,803,1590,4,89.24,False
73,23,1977,1,5.95,False
73,557,1257,3,111.72,False
73,2455,858,1,5.0,False
73,928,1452,2,15.98,True
73,2877,228,1,8.85,True
73,587,1221,5,144.6,True
73,892,1296,1,6.4,True
74,1195,342,1,17.01,False
74,1093,642,1,21.48,True
74,1655,1635,6,1097.94,False
74,771,1797,1,20.7,True
74,2881,1929,2,40.04,False
75,1878,1371,1,86.0,True
75,1074,1830,1,501.35,False
75,2974,1953,4,67.96,True
75,306,1713,3,167.97,True
75,1762,1707,3,16.38,False
75,2243,1494,1,3.99,False
75,1459,1617,4,27.96,True
75,1952,1764,1,7.8,True
75,2880,156,2,19.98,False
75,2640,129,4,101.72,True
76,1421,1020,1,23.99,False
76,793,1491,1,10.99,False
76,330,1350,1,12.79,True
76,2229,1080,5,349.95,False
77,923,915,1,14.79,False
77,1577,1089,1,7.99,True
77,2199,783,6,403.5,False
77,338,1377,7,126.7,True
77,2983,1302,4,88.0,False
77,2829,1875,1,51.0,False
77,324,1347,1,17.0,False
77,2442,768,1,8.99,True
77,551,24,1,27.99,True
78,2391,1590,3,47.97,False
78,1899,861,6,119.94,False
78,2162,1917,1,19.99,False
78,375,1608,5,74.95,False
78,2267,906,3,111.0,True
79,2932,1260,4,59.96,True
79,703,24,1,15.94,False
79,1456,279,2,22.26,True
79,416,783,4,59.48,True
79,1103,288,1,12.97,False
79,2830,1278,1,10.74,False
79,1566,861,7,34.93,False
79,655,753,2,17.98,False
80,234,1809,1,66.0,False
81,1655,1401,1,197.99,True
81,2373,1950,1,30.0,True
81,1188,1527,2,7.52,True
81,167,1194,1,25.99,True
81,94,312,1,26.99,False
82,2408,114,6,345.3,False
82,1724,897,1,21.99,True
82,2249,1710,1,17.99,True
83,217,903,1,16.99,True
83,861,960,4,152.76,False
83,1329,579,1,19.99,False
83,2850,1290,6,65.94,True
83,1872,891,6,47.94,False
84,1108,1503,3,24.0,True
85,938,1803,3,17.97,False
85,516,831,1,24.71,False
85,1713,927,1,18.5,True
85,1860,252,1,17.99,False
85,1711,366,1,28.99,True
86,2305,492,5,49.85,True
86,25,300,2,43.8,True
86,2073,828,5,80.0,False
86,2387,1473,1,8.99,True
86,1892,1131,4,16.36,False
86,1119,1140,1,28.59,True
86,1937,1911,1,10.0,False
86,91,1347,3,24.03,True
87,2822,1302,1,8.99,False
87,978,345,6,58.56,True
87,1035,1458,3,41.97,False
87,711,846,5,52.75,False
87,2993,1359,1,6.99,True
87,266,1602,1,24.0,True
87,2463,1746,1,13.09,False
87,1183,1527,5,79.95,True
88,2465,264,1,78.0,False
88,198,1575,1,6.26,True
88,307,693,4,71.96,True
88,188,1974,3,98.97,False
88,626,789,3,63.0,True
88,1556,681,3,128.97,False
88,837,933,1,7.99,False
88,333,1647,3,80.01,False
88,1814,516,4,7.96,False
88,952,1353,1,32.21,True
89,680,672,6,71.94,True
89,2910,1884,3,26.13,True
89,2019,1992,2,94.0,False
89,2858,531,1,38.0,True
89,2938,42,1,14.99,False
90,2113,1761,1,10.99,True
90,1041,639,1,38.99,False
90,2570,1293,1,5.4,True
90,684,6,4,84.0,False
90,1262,1017,1,7.98,False
90,603,909,1,54.0,True
90,1580,366,7,38.71,False
91,707,1560,2,37.98,True
91,2860,1797,2,18.0,False
91,1579,141,4,59.96,False
91,1767,1470,4,87.96,False
91,1910,1875,2,37.98,True
91,2179,1341,1,42.33,True
91,574,1008,1,59.87,True
91,1995,1605,3,71.25,True
91,2494,390,2,66.22,True
92,1190,1827,7,202.93,True
93,320,1587,1,9.02,False
93,428,939,2,21.22,False
93,2188,414,2,171.98,True
94,309,1536,1,11.67,False
94,1361,1563,1,16.99,True
94,2154,1980,3,170.85,True
94,1164,1278,1,4.97,False
94,1834,1566,7,55.51,True
95,767,1650,1,12.99,True
95,2223,1251,1,10.99,True
95,1170,363,7,146.65,True
95,1138,1467,4,23.68,False
96,2445,792,2,22.14,True
96,2160,579,1,67.99,False
96,1309,519,2,31.9,True
96,2096,528,6,64.44,False
96,896,54,7,65.24,False
97,2511,1572,2,10.0,False
97,410,612,5,36.35,False
97,463,1308,2,61.98,True
97,1906,228,1,32.99,True
97,2163,1884,1,8.99,False
98,923,1788,1,15.79,False
98,646,1746,1,23.14,True
98,1148,600,4,218.0,False
98,2544,1881,1,87.88,True
99,399,84,1,149.95,True
99,433,459,3,41.91,False
99,184,612,4,415.96,True
99,332,681,6,59.94,False
99,1431,1716,4,121.08,False
99,708,372,5,39.9,True
99,2982,1068,7,307.93,False
99,2478,108,7,2232.79,False
99,108,1062,1,14.99,False
99,2286,1644,1,7.99,True
100,1902,846,1,54.91,False
101,2671,699,1,11.13,True
101,615,312,1,10.99,True
102,1123,228,1,8.99,False
102,789,792,3,63.0,True
102,2990,579,5,103.75,True
102,1559,855,6,35.94,True
103,1771,1464,6,35.88,True
103,1638,1749,2,11.98,True
104,1635,1650,2,25.98,False
104,2548,918,2,17.0,True
104,1482,951,6,164.4,False
104,851,780,1,35.9,True
104,1575,405,1,21.2,False
104,586,693,4,230.52,False
104,1929,312,6,1.92,True
105,786,906,4,39.96,True
106,1932,465,5,129.85,True
106,1629,675,4,50.4,True
106,150,1845,1,27.86,False
106,2669,1146,4,34.24,False
106,2283,1011,1,47.98,False
106,34,477,2,33.0,True
107,461,1671,7,79.66,True
107,1359,465,3,173.55,True
107,2108,393,1,61.95,True
107,2770,1848,4,35.12,False
107,558,1191,7,174.09,True
107,1094,1122,1,81.0,True
107,2727,993,1,20.98,False
108,1058,1701,4,43.96,True
108,2412,1188,1,127.98,True
108,776,1995,4,115.0,False
108,1942,1596,4,91.96,False
108,714,108,2,6.58,False
108,15,1236,3,80.97,True
108,2750,918,5,84.95,True
109,1919,1245,1,9.36,False
109,2636,696,5,295.0,False
109,558,1347,5,134.35,True
109,868,1239,7,62.93,True
109,2887,588,1,9.9,True
109,2252,282,7,55.93,True
109,2366,267,2,15.98,False
109,1201,498,2,27.58,True
109,1681,1827,3,47.85,False
110,88,462,1,19.99,True
110,557,447,5,171.2,False
111,1289,444,4,122.12,True
111,1886,1485,7,153.93,True
111,1635,315,6,89.94,True
112,2397,537,4,92.0,False
112,2646,1878,2,60.0,True
112,1067,1002,6,125.94,False
112,2688,483,4,40.0,False
112,388,714,6,441.3,False
112,794,1431,4,79.96,True
112,244,1527,2,33.96,False
112,2433,1704,7,406.0,True
112,2143,111,1,5.99,False
112,2736,555,5,39.75,True
113,1951,63,7,139.79,True
113,154,942,1,5.99,True
113,2770,273,1,8.78,False
114,2969,1020,5,29.95,True
114,2083,1236,1,4.94,True
114,1835,1146,4,47.8,True
114,507,12,1,9.99,False
114,741,1092,2,41.8,False
114,156,219,7,609.0,False
114,47,162,2,39.94,True
114,2126,1965,3,53.97,True
115,2568,420,1,15.0,True
115,1203,1059,1,11.99,False
116,1782,390,2,12.44,True
116,316,414,2,11.98,False
116,222,597,5,24.25,False
117,188,1464,1,28.99,True
117,90,1869,3,50.97,True
117,240,1026,2,12.54,False
117,1799,1083,6,83.94,False
117,1291,153,6,93.06,False
117,819,1410,3,14.97,False
117,728,354,3,86.97,True
117,477,288,5,29.95,True
118,1781,531,1,9.99,False
118,615,1527,2,29.98,True
118,1255,525,2,391.38,True
118,1202,30,1,19.99,True
118,196,321,2,25.98,False
119,1344,615,6,131.7,False
120,2066,1410,2,12.44,False
121,161,1851,2,11.92,False
121,1783,1605,1,33.8,False
121,502,1485,2,31.96,False
121,2426,1584,1,13.5,True
121,518,774,5,29.95,True
121,2414,726,6,107.7,False
121,1846,456,1,5.99,False
121,2289,207,2,7.78,True
121,2592,459,5,84.4,True
122,2188,1581,6,533.94,True
122,2374,1287,7,116.9,False
122,2018,1560,1,8.29,True
122,2143,1764,3,17.97,False
122,2810,99,3,83.97,False
122,63,477,6,131.94,False
122,1113,1119,3,56.97,True
122,432,855,1,9.99,False
123,288,1227,6,146.82,False
123,2489,1548,4,26.36,True
123,2273,753,7,1136.1,False
123,673,201,5,58.0,True
123,2164,1722,3,105.0,True
124,1306,1764,1,8.4,True
124,2638,993,7,55.93,True
124,2914,1140,7,238.0,True
124,1683,1479,7,70.0,True
124,949,1953,1,9.99,False
124,2214,348,3,25.5,False
124,1055,1758,1,11.99,False
124,473,897,4,35.96,True
125,912,1425,1,22.98,False
125,2932,1899,5,69.95,True
125,1896,1980,3,18.75,False
125,2188,411,1,86.99,True
125,2479,435,2,82.24,True
125,1824,483,2,68.4,False
125,1159,6,4,212.0,True
125,1106,1425,5,154.85,True
126,2211,102,1,7.88,False
126,120,1719,3,24.3,True
126,2875,1272,1,199.0,True
126,2952,1770,1,3.99,True
126,403,1116,1,4.99,True
126,1415,1257,1,12.89,False
126,1023,21,2,25.9,False
126,2137,1191,1,11.99,True
126,385,372,4,143.16,True
126,2993,627,3,20.97,False
127,2046,489,2,19.16,True
127,2679,1464,1,9.95,False
127,1006,1296,3,50.97,False
127,466,801,7,104.93,True
127,2729,120,3,155.97,True
127,1253,441,1,37.99,False
127,1570,1695,4,56.92,True
127,200,804,3,17.73,True
127,1602,1191,1,12.62,False
128,2899,387,2,18.0,False
128,1769,354,5,290.0,True
129,742,1074,5,102.5,False
129,1256,318,5,54.95,True
129,1548,1449,3,41.85,False
129,1224,1896,7,69.93,True
129,2743,1158,2,23.5,True
130,427,501,4,35.96,False
130,140,483,3,65.7,True
130,1933,966,1,18.99,True
130,1370,1941,6,47.88,False
130,1001,1044,1,10.95,True
130,459,504,1,5.99,False
130,2316,1209,1,3.8,True
130,1738,1497,1,5.99,False
130,1704,951,4,88.64,False
130,224,1848,2,31.02,True
131,2166,1986,1,15.95,False
131,274,1827,2,21.5,True
131,673,1986,3,37.8,True
131,2546,1977,4,39.96,False
131,589,1875,4,35.24,False
131,855,189,2,62.48,False
131,2393,459,1,11.0,False
131,1882,741,1,23.97,False
131,1382,1119,4,89.2,False
131,2935,1098,3,25.35,True
132,924,993,1,8.13,False
133,1166,1461,1,11.95,False
133,348,924,1,7.99,True
133,2946,378,1,17.99,True
133,55,1605,6,420.0,True
134,1530,63,5,119.95,False
134,2863,60,1,15.0,True
134,580,1746,3,68.97,False
135,2451,1014,1,46.0,False
135,1214,1923,5,124.1,True
136,2215,222,1,7.99,True
136,812,1635,1,10.5,False
136,2531,279,1,32.0,True
136,2605,408,2,105.9,True
137,1296,810,1,24.0,False
137,437,330,1,12.99,False
138,2223,717,1,10.99,True
138,456,12,2,85.9,True
138,263,54,2,11.98,False
138,461,570,1,11.38,True
138,91,1449,1,7.01,False
138,1018,819,3,47.97,True
138,2529,369,3,38.97,True
138,2922,207,1,5.36,False
138,1891,744,6,36.0,False
138,1197,576,6,41.64,False
139,612,678,1,9.5,True
140,2468,1491,3,23.97,False
141,1166,1461,5,59.75,False
141,426,963,3,36.75,True
141,1089,1587,1,45.68,False
141,550,978,1,37.99,False
141,2743,375,1,9.75,False
141,776,459,1,28.75,True
141,1745,1455,1,14.89,False
141,2782,1260,1,12.98,True
142,1576,855,1,19.0,False
142,15,1236,7,188.93,True
142,2030,549,7,98.0,True
142,2099,732,2,13.98,False
142,385,372,2,71.58,True
143,2063,27,1,21.76,True
144,794,1431,3,59.97,True
144,1737,1902,4,31.84,False
144,2852,1794,3,50.97,False
144,1470,1104,4,36.0,True
144,2426,309,4,46.0,True
144,2844,255,1,22.95,True
144,1702,906,4,43.96,True
144,1521,1230,2,187.96,True
144,253,294,3,87.0,True
145,378,1590,3,28.35,False
145,2292,1254,1,14.0,True
145,2770,117,1,9.78,False
145,963,1029,2,81.0,True
145,1837,1083,6,83.7,True
145,1880,873,1,8.99,False
145,2625,681,5,54.95,False
145,1622,807,1,8.89,False
145,1832,711,7,99.82,True
146,2741,1803,1,36.86,False
146,1689,1125,1,22.95,True
146,1727,255,5,22.4,True
146,2250,1191,3,32.97,True
146,2503,1101,3,47.7,True
146,632,318,1,18.99,True
147,88,690,7,111.93,True
147,390,1767,7,51.8,True
147,386,285,6,227.4,False
147,1537,1425,3,89.91,False
147,2077,1533,5,60.0,True
148,983,1899,1,54.99,True
148,140,483,1,21.9,False
148,1333,1908,2,18.5,True
148,2143,1995,2,11.98,True
148,486,1716,1,18.95,False
149,436,1287,4,51.96,False
149,711,1563,5,57.75,False
149,1932,1035,1,21.97,True
149,2818,315,2,17.0,True
149,380,879,1,17.99,True
149,786,906,3,29.97,True
149,1104,840,1,8.5,False
149,164,1890,7,42.0,False
150,2080,1914,5,74.0,True
150,1077,39,1,26.99,True
150,1662,1716,5,179.95,True
150,735,525,4,83.96,True
150,402,1383,4,5.88,True
150,1140,276,1,18.99,False
150,504,873,2,31.74,False
150,1892,1536,3,12.27,False
151,1463,90,1,32.0,True
151,552,1671,5,97.9,False
151,2649,621,4,43.96,True
151,2453,210,1,8.0,True
151,1204,1968,5,169.95,False
151,1538,348,1,7.46,False
151,45,120,5,44.95,False
151,1064,1056,1,8.88,False
151,1123,534,1,9.99,False
151,1528,1770,4,91.6,False
152,2808,381,1,16.99,True
152,1299,471,7,211.4,False
152,2770,996,3,26.34,True
153,1673,1674,4,19.32,False
153,230,483,4,147.6,True
153,339,1761,6,606.0,False
153,1215,456,1,8.89,False
153,2493,978,1,20.99,True
153,2948,660,1,8.05,True
153,2304,285,7,245.0,True
153,338,1302,1,17.1,False
154,1705,1779,2,19.12,False
154,304,1887,1,24.77,False
154,214,1728,5,74.95,True
154,590,792,6,59.94,True
155,1750,498,3,83.85,True
156,629,1941,1,11.99,False
156,2098,1551,1,35.98,False
157,2254,1218,1,5.99,True
157,2313,1482,1,8.91,True
158,424,498,3,50.97,True
158,2893,912,1,9.99,False
158,462,1617,1,23.95,False
158,355,732,3,19.5,True
158,2966,1662,1,30.99,False
158,869,312,1,18.99,False
158,2420,0,5,90.0,True
158,430,51,2,53.98,False
158,380,879,4,71.96,True
159,23,1731,6,41.7,True
159,2581,1329,1,26.6,True
159,2322,1341,5,87.25,False
160,1134,522,2,111.8,True
160,399,711,3,509.85,False
160,2482,1722,1,32.99,True
161,2235,309,5,41.9,False
161,1537,1425,7,209.79,False
161,2111,1947,1,16.98,False
161,673,1038,5,83.0,True
161,1185,1218,7,55.86,False
161,278,1095,5,64.95,False
161,1592,78,3,20.55,False
161,997,597,2,24.0,True
162,2414,342,1,16.95,False
162,548,1059,1,57.66,False
162,1175,831,3,56.85,True
163,1267,939,7,370.65,False
163,382,1845,1,32.99,False
163,815,1923,1,133.54,True
163,1667,1890,1,9.08,True
163,2324,417,1,9.99,False
163,1253,216,1,31.99,False
163,1689,702,1,32.95,True
163,540,399,1,56.89,False
164,681,207,1,27.99,False
164,1417,1164,2,15.9,True
164,2395,1215,4,248.0,False
164,235,633,1,15.9,False
164,1377,990,1,33.9,True
164,461,1671,2,22.76,True
164,1179,63,1,17.99,True
164,977,582,1,9.85,True
164,255,1071,3,17.97,True
165,2633,246,2,17.98,False
165,1215,1281,1,8.89,False
165,300,51,3,15.69,False
165,2207,1557,7,210.0,False
165,1173,1437,4,51.16,False
165,2491,405,5,69.9,False
165,162,1740,2,131.98,False
165,2023,153,1,2.89,False
165,548,549,5,218.3,True
166,569,1854,1,13.59,True
166,2623,1095,7,357.0,True
167,1705,1779,1,9.56,False
167,96,1557,3,14.97,False
167,1409,1596,3,108.0,False
167,142,936,1,10.99,False
167,654,519,1,43.0,True
167,1702,141,2,29.98,False
167,1354,1464,1,2.88,False
167,478,1191,4,102.12,True
167,324,1719,6,108.0,False
167,1957,1269,5,5691.6,False
168,2000,666,1,37.98,False
168,1477,1944,1,12.99,False
168,657,492,2,9.96,True
168,2666,1830,1,23.99,True
168,1936,174,2,61.4,False
168,2736,198,7,41.65,True
168,1373,1329,1,4.61,True
168,1812,1128,4,66.44,False
168,2103,1365,5,46.95,True
168,156,9,2,174.0,False
169,623,513,4,447.96,True
169,486,1827,1,20.95,True
169,2072,1002,5,59.95,False
169,1823,1182,2,136.88,False
169,2329,843,2,103.36,False
169,1069,120,1,3.99,True
169,680,354,3,44.97,False
170,1731,273,1,14.88,True
170,2962,105,4,43.96,False
170,2870,1683,5,54.95,True
171,312,1791,1,28.99,True
171,2500,1326,1,9.98,True
171,1845,1731,1,6.99,True
171,1063,1116,1,9.5,True
171,2184,834,3,87.0,True
171,1035,1458,1,13.99,True
171,1951,687,3,56.91,False
171,649,939,2,31.98,True
172,1293,642,2,22.84,True
172,626,1881,1,18.0,True
172,658,1893,7,20.93,True
172,118,1539,3,122.97,False
172,1326,690,5,34.95,False
172,1484,567,5,39.95,True
172,2127,507,1,32.99,False
172,2481,1782,2,13.98,True
173,2333,1518,1,5.6,False
173,2463,1737,4,48.36,False
173,11,1074,6,59.94,False
173,2464,1059,3,246.0,False
173,1747,1689,2,37.2,False
173,1530,63,3,71.97,True
173,645,702,3,25.41,False
173,1026,594,1,71.6,False
173,1421,1335,1,29.99,True
173,2166,282,5,104.75,False
174,1277,1881,4,35.92,False
174,689,615,2,46.0,True
174,1581,1719,1,33.97,False
174,2845,1386,6,83.94,True
174,2347,663,5,49.95,True
175,1254,381,1,5.5,False
176,2370,1563,2,29.96,False
176,2765,1530,1,32.62,True
176,2124,1551,6,129.3,False
176,1928,942,1,18.23,True
177,1341,342,1,25.52,False
177,181,54,4,61.12,False
